tokens,label
prutton pois for lengthi fa ban southampton david prutton face possibl seven match ban when he goe befor the footbal associ the year old ha admit two charg of improp conduct follow hi dismiss against arsen the first charg relat to hi failur to leav the field promptli push refere alan wiley and remonstr with assist refere paul norman and the second charg is for use threaten word and or behaviour to match offici dure the draw paolo di canio wa given seven match suspens when he push refere paul alcock over in premiership game between sheffield wednesday and arsen in prutton will be join at wednesday hear by saint boss harri redknapp who believ that the fa will throw the book at hi player redknapp himself sprint along the touchlin to help physio jim joyc and coach deni rofe shepherd the enrag prutton away from refere assist norman david ha made big mistak and he know it can condon what he done he wa out of order but he know that said redknapp he decent lad he over react badli for some reason he had rush of blood from somewher off the pitch you couldn meet nicer lad prutton ha apologis publicli for hi action and to arsen robert pire who wa injur in wild tackl by the saint midfield man he said it an horrend situat apologis to the ref and linesman who were onli do their job ve also seen what happen to pire leg and sorri for that as well apologis for the peopl who saw it know you get lot of kid go to the match now and they don pay money to see that sort of thing it not cop out but it wa all bit of blur sometim you react and it beyond your control ad prutton,3
butler strike gold in spain britain kathi butler continu her impress year with victori in sunday th cross internacion de venta de bano in spain the scot who led gb to world cross countri bronz earlier thi year move away from the field with ine monteiro halfway into the km race she then shrug off her portugues rival to win in minut second meanwhil briton karl keska battl brave to finish seventh in the men km race in time of kenenisa bekel of ethiopia the reign world long and short cours champion wa never troubl by ani of the opposit win leisur in butler said of her success felt great throughout the race and hope thi is good begin for marvel season for me elsewher abeb dinkessa of ethiopia won the brussel iaaf cross countri race on sunday complet the cours in gelet burka then crown great day for ethiopia by claim victori in the women race,3
more women turn to net secur older peopl and women are increasingli take charg of protect home comput against malici net attack accord to two year studi the number of women buy program to protect pc from viru spam and spywar attack rose by each year between and the studi for net secur firm preventon show that secur messag are reach divers of surfer it is thought that of those buy home net secur program are retir for the last three year that ha gone up by an averag of but more retir women were buy secur softwar than retir men the research reflect the chang stereotyp and demograph of web user as well as grow awar of the greater risk that high speed broadband net connect can pose to surfer the studi predict that of all home pc net secur buyer will be women in they could even overtak men as the main buyer by if current rate persist accord to the research think older peopl have becom more vigil about protect their pc as we tend to be more cautiou and want an insur polici in case someth doe go wrong said one over woman who took part in the research you start off with young male stereotyp comput user for last year paul goosen head of preventon told the bbc news websit now we are see real peopl both sex and veri often it is women who have more access at home but net servic provid still need to take more respons in make sure peopl are educ about net threat befor they go onlin particuarli if they are new to broadband he said program also need to be tailor so that they can be instal by dial up user with slower connect too said mr goosen secur softwar should be easi to use with simpl interfac and instruct written in non technic languag he ad the natur of the secur threat are also becom more than just about mail virus high profil complaint about rogu dialler and spywar or other program that surreptiti instal themselv on comput have also rais awar about the need to have combin of anti viru firewal and spywar remov program too without protect these kind of program can be pick up just through surf the web normal more than pc day global are be recruit into network that spread spam and virus studi from secur from symantec show last year virus written to make headlin by infect million are also get rarer accord to net secur expert program are be unleash to directli profit crimin gang mani base in eastern europ over those which are design to show off technic skill or caus nuisanc the research show that more peopl are take these crimin net threat more serious becaus said mr goosen they are report in the press much more you are see older user be educ by the media and are see them pick up on thi threat they are ask the right question he explain it is more like the younger user who naiv assum that becaus they are use reput servic provid that they are safe to connect to the net an unprotect comput on broadband connect can be breach and infect with virus or spywar within minut by the end of the year it is thought that more than of uk home will have broadband net access in juli last year the number of uk household access the net via broadband surpass those use dial up for the first time accord to the offic of nation statist,4
iaaf to rule on greek sprint pair greek sprinter kosta kenteri and katerina thanou are expect to find out on wednesday if they will be ban for miss drug test thi summer the intern associ of athlet feder iaaf council held confer call on tuesday and are set to announc their decis kenteri and thanou could be suspend for up to two year the duo withdrew from the olymp after miss test but claim they had suffer motorcycl crash the greek author have also brought crimin charg against the sprinter for avoid drug test and fake an accid their former coach christo tzeko is also face charg and all three are await trial date howev the iaaf will determin the sprinter futur on the track after care consid all the evid the sport rule bodi is expect to direct the greek feder in what action it should take against the sprinter kenteri and thanou can appeal against ani decis at the court of arbitr for sport the sprinter both sent written explan to the iaaf which have been taken into account the iaaf sent an offici warn to the sprinter and coach tzeko after they were discov train in qatar rather than in crete where they had said they would be but kenteri and thanou then went on to skip test in tel aviv and chicago when they decid to fli back to greec earli just befor the olymp the pair dramat miss anoth test in athen befor withdraw from the game kenteri won gold in the at the sydney olymp in where thanou won silver in the,3
gritti return for princ of persia still bask in the rel recent glori of last year sand of time the dash princ of persia is back in warrior within and in more bellicos mood than last time thi sequel give the franchis grim gritti new look and ramp up the action and violenc as befor you control the super athlet princ from third person perspect the time travel plot hing on the dahaka an all consum monster pursu our hero through the age the onli way to dispel it is to turn back the clock again and kill the sultri empress of time befor she ever creat the sand of time that caus the great beast creation studious structur though thi back stori is everyth boil down to old fashion fantasi gameplay which prove on the whole as depend as it need to be ever sinc the seri then groundbreak begin on the commodor amiga princ of persia ha alway been about meticul anim acrobat move that provid an energet blend of leap preposter between piec of sceneri and lop off enemi bodi part those flashi move are back in full evid and tremend fun to perform and perfect combin them at speed is the best fun although get handl of do so take practic and plenti of skill until you reach that point it is haphazard busi all too often you will perform stun tripl somersault pirouett off wall knock out three enemi in one gloriou swoop befor plummet purpos over cliff to your doom that in turn can mean get set back an annoyingli long distanc for you can onli save at the fountain dot along the path the expect fiendish puzzl are all present and correct but combat is what is realli been step up and there is more of it than befor the game develop have combin acrobat flair with gruesom slay techniqu in some wonder imagin way slice foe down the middl is one particularli entertain method of see them off warrior within is veri slick packag the game intro movi is so phenomen good that it actual doe an ultim disservic onc the game itself commenc it is on par with the jaw drop open sequenc of onimusha earlier thi year and when the game begin it is someth of an anti climax that said the graphic are excel and inde among the most strike and satisfi element of the game the music is probabl the worst aspect merit free heavi metal soundtrack that you will swiftli want to turn off there is someth strang unsatisfi about the game perhap precis becaus it graphic and mechan are so good that the stori and overal experi are not quit as engag as they should be somehow it add up to less than the sum of it part and is more technic impress than it is outright enjoy but that is not to say warrior within is anyth other than superb adventur that most will thoroughli enjoy it just doe not quit take the charact to the new height that might have been hope for,4
malcolm glazer and man utd the battl for control of manchest unit ha taken anoth turn after the club confirm it had receiv fresh takeov approach from us busi tycoon malcolm glazer no formal offer ha been made yet but manchest unit have confirm they have receiv detail propos from the us entrepreneur which could lead to bid report have put the offer at per share which would valu manchest unit at about bn the approach by the year old owner of the tampa bay buccan american footbal team is reportedli be led by hi two son avi and joel previou approach to the unit board by mr glazer in octob last year wa turn down howev the bbc ha learnt that the club is unlik to reject the latest plan out of hand mr glazer previou offer involv borrow larg amount of money to financ ani takeov that would have left the club with debt level which were deem not in the best interest of the compani by manchest unit board when they reject hi approach last year howev mr glazer latest offer is report to have cut the amount of borrow need by while unit board may be cast seriou eye over mr glazer latest propos support remain fierc oppos to ani deal support group sharehold unit which ha prove adept in ralli opposit to mr glazer campaign said it would fight ani move manchest unit are debt free compani we don want to fall into debt and we don need to fall into debt sharehold unit sean bone told the bbc unit player also appear unhappi at the prospect of takeov lot of peopl want the club interest to be with peopl who have grown up with the club and got it interest at heart rio ferdinand told bbc radio five live no one know what thi guy will be bring to the tabl the key to ani success bid will be attract the support of unit largest sharehold the irish hors race tycoon john magnier and jp mcmanu through their cubic express vehicl they own of the club mr glazer own joe mclean footbal specialist at account firm grant thornton said the support of mr magnier and mr mcmanu wa utterli crucial mr glazer bid will not proceed without their support and they have previous indic that they are hold their stake as an invest if that the case the share will therefor need price attach of about penc mayb if that the case then mr glazer might well secur their support if he doe thi bid could well go ahead inde it is malcolm glazer wa littl known in the uk until he start to build up hi stake in manchest unit in late in februari he said he wa consid whether to bid for the club no bid emerg but mr glazer continu to increas hi hold in the club in octob manchest unit said they had receiv preliminari approach which turn out to have come from mr glazer howev the board reject the move becaus of the amount of debt it would involv at the club annual gener meet in novemb mr glazer took reveng by use hi hefti stake in the club to oust three director from the board legal advis mauric watkin commerci director andi anson and non execut director philip yea were vote out against the wish of chief execut david gill but the move led to banker jp morgan and public relat firm brunswick withdraw from the glazer bid team,0
gamer snap up new soni psp gamer have bought almost all of the first batch of soni new playstat portabl psp game consol which went on sale in japan on sunday thousand of peopl queu for hour to get hold of one of the psp which were ship to retail the handheld consol can play game music and movi and goe on sale in europ and north america next year despit the demand soni said it would not increas the strong stock of psp it plan to ship by year end soni say it intend to ship three million of the consol by march the compani is hope to challeng the domin of nintendo in the handheld market nintendo releas it new ds consol earlier thi year and ha alreadi rais shipment target for the devic by the psp is sell in japan for yen while nintendo ds consol sell in the us and japan for nintendo goal is to ship million of it new nintendo ds handheld consol by march,4
wine comedi win critic award quirki comedi sideway wa name the best film of the year by the lo angel film critic associ the us movi also pick up four other accolad includ best director for alexand payn and support actor for thoma haden church british actress imelda staunton ha again been recognis for her role in vera drake win best actress while liam neeson won best actor for kinsey the award will be hand out on januari at ceremoni in la vega sideway tell the stori of two men who take road trip through california wine region and also star paul giamatti virginia madsen wa also name best support actress for her perform in the film hous of fli dagger direct by yimou zhang wa name best foreign languag film while the anim award went to the incred unusu the runner up in categori were also name with clint eastwood million dollar babi just miss out on the best film award the best director runner up wa martin scorses for the aviat career achiev award will be hand to veteran actor and comic jerri lewi at the ceremoni next year,1
brown poll campaign move deni the govern ha deni report that gordon brown is prepar to oust alan milburn as labour elect supremo work and pension minist alan johnson said it wa wrong to suggest the chancellor would usurp mr milburn ad they would work as team report in the sunday busi claim mr brown ha been ask to take charg of media strategi while mr milburn would move to behind the scene role labour ha alway maintain mr brown would have central campaign role but mani labour backbench are said to be dissatisfi with the way elect campaign ha gone and have said they want to see the chancellor take bigger role some comment say the tori have grasp the initi put labour on the back foot have to respond to conserv polici announc these claim follow variou opinion poll which suggest the tori have been gain on labour parti strategist are believ to want to bring mr brown to centr stage have seen support rise in privat poll after hi budget last week but anoth report in the sunday telegraph claim mr milburn is unwil to allow ani new role for the chancellor to come at hi expens mr johnson told bbc news gordon brown will play central role in ani elect campaign they were wrong when they said milburn wa oust brown and they re wrong now if they are say brown is oust milburn we work as team mr milburn ha repeatedli said the chancellor wa key to the campaign and dismiss claim of rift neither down street nor the labour parti would comment directli on the report,2
bond game fail to shake or stir for game fan the word goldeney evok excit memori not onli of the jame bond reviv flick of but also the classic shoot em up that accompani it and left owner glu to their consol for mani an hour adopt that hallow titl somewhat backfir on thi new game for it fail to deliv on the promis of it name and struggl to gener the origin massiv sens of fun thi howev is not sequel nor doe it relat to the goldeney film you are the eponym renegad spi an agent who desert to the bond world extens rank of crimin mastermind after be deem too brutal for mi your new command in chief is the portli auric goldfing last seen in but happili run around bent on world domin with determin to justifi it name which is even less convinc than that of tina turner similarli titl theme song the game liter give the player golden eye follow an injuri which enabl degre of ray vision rogu agent signal it intent by featur jame bond initi and proceed to kill him off within moment squash by plummet helicopt the notion is of cours to add novel dark edg to game but the premis simpli doe not get the juic flow like it need to recent bond game like nightfir and everyth or noth were veri compet and did fine job of captur the sens of flair invent and glamour of the film franchis thi titl lack that aura and when the bond magic shine through it feel like lucki accid the central problem is that the gameplay just is not good enough quit asid from the bizarr inabl to jump the even more bizarr glare graphic bug and dubiou enemi ai the level simpli are not put togeth with much style or imagin admittedli the competit ha been tough even in recent week with the like of halo and half life triumph in virtual everi depart what the game is good at is envelop you in noisi dynam scene of violent chao as is the trend of late you are made to feel like you are in the midst of realli messi and fraught encount sadli that sens of action is outweigh by the difficulti of navig and battl within the chao mean that frustrat is often the outcom and irregular save point mean you have to backtrack each time you are kill minut red dot pass for crosshair although the collis detect is so suspect that the difficulti of aim weapon are compens for shoot enemi from distanc can be tricki and you will not alway know you have pick them off sinc dead enemi vanish liter befor they have fulli hit the floor and they do so in some woefulli uninspir death anim it is perhap indic of lack of confid that the game maker allow you sever differ weapon almost immedi and throw you quickli into rage firefight no time is risk with measur build up by far the most satisfi element of the game is see old favourit like dr no goldfing hat fiend oddjob and craze russian sex beast xenia onatopp resurrect after all these year and with their face render in an impress recognis fashion there is real thrill from do battl with these legendari villain and it is testament to the power of the bond univers that they can cut such dash but the in game niggl combin with stori and present that just do not feel suffici well thought through will make thi disappoint for most diehard fan of bond will probabl find enough here to make it worthwhil purchas and tri to ignor the fail the game is weak not complet unplay then again fanat may also take umbrag at the cavali blend of charact from differ era given jame bond healthi pedigre in past game there is everi reason to hope that thi is just blip commend idea that just ha not work that will be rectifi when the charact inevit make hi return goldeney rogu agent is out now,4
glastonburi fan to get id card fan who buy ticket for thi year glastonburi festiv will be issu with photo id card in an attempt to beat tout it ha been confirm the card will includ photograph of the ticket holder plu an electron chip with their detail to prevent ticket be sold on or forg ticket for the june event are expect to go on sale in april there is onli one place in the world where you will be abl to get ticket festiv organis michael eavi said that will be the offici sourc if you get them anywher els you won get in fan not want to carri the entranc card could present their passport or drive licenc instead he ad more than peopl are expect to travel to mr eavi somerset farm from june but the event rise popular ha meant an extrem high demand for ticket in recent year when the id card idea wa float mr eavi daughter emili said it would be quit big step in term of ticket for event if implement and they were go as far as we can to cut tout as long as it approach in the right way it might realli work it might realli chang the system she said in all ticket for the public sold out in hour they were personalis with the name of purchas who were ask to bring identif such as drive licenc passport or household bill but some forgot to take the right inform while some tout simpli offer to suppli their own bill along with the ticket bear their name no detail of thi year line up have been confirm but rumour have suggest and coldplay may be among the headlin,1
reaction from spanish press england defeat to spain on wednesday domin the back and front page of the countri press on thursday controversi wa in no short suppli with racist abus of england black player wayn rooney petul and england inept perform but what did the spanish press make of the affair bbc sport look at the reaction there is littl coverag of the racist chant on wednesday night game but as doe cover the english reaction to the pre match comment from spain coach lui aragon who highlight britain coloni past when probe about hi own remark regard thierri henri in octob journalist guillem balagu write in our countri where multi cultur is new thing we are in nappi deal with these thing and have naiveti which make the english nervou marca refer in pass to the boo of england black player but onli after refer to the cheer of ole which greet the long period of spanish possess aragon no comment to question about racism after the match is also highlight as marca focus on the spanish coach prais for hi player serbia montenegro world cup qualifi win in belgium which could make qualif tougher for spain seem to be of greater import elsewher the spanish media criticis it english counterpart for stoke up the racism issu were there racist chant against some player thi hasn happen in the spanish leagu and spain for mani year said spanish feder press offic fernando garrido so you english report should ask yourselv what you have done to contribut to all thi and spanish daili abc accus english report of launch witch hunt against aragon perhap it wa becaus their team had play so poorli and they want to divert attent toward thi muddl issu the paper say what the boy in the bernabeu did wa odd rooney seem intent to kick ani spanish player who approach him yet rooney is seen onli as the worst exampl of mani england miscreant with gari nevil criticis for continu the feud between manchest unit and arsen for hi tackl on jose rey ashley cole treatment of joaquin and frank lampard foul on rey are also lambast for their ugli marca headlin say it all wayn rooney se volvi loco en el bernab wayn rooney becam crazi in the bernabeu rooney display alarm the writer in particular three chill foul on joaquin casilla and marchena which could well have left them in the infirmari and like as marca criticis gari nevil for leav messag on rey ankl to remind him of the manchest unit arsen clash thi month spain first half perform is shower with prais with xavi singl out as the biggest star xavi did thing on wednesday which were worthi of maradona the paper beam ad what work rate what dynam what vision what leadership what midfield player on controversi even as offer one seemingli undeni viewpoint spanish footbal player play better footbal than the english more plaudit are given to the home team with jaim varga laud the manner in which spain domin england with order and qualiti the paper add the bad thing about spain england wa that it last onli minut after which success of chang prevent ani real competit varga doe not mention england two galactico simpli ad in ps have not forgotten to speak of beckham and owen they forgot to play,3
observ to monitor uk elect minist will invit intern observ to check the forthcom uk gener elect is fairli run the move come amid claim the poll could be mar by elector fraud report by two mp committe call on thursday for urgent chang to the elector registr system to combat vote rig and boost turnout but in written respons to labour mp gordon prentic the govern said it would normal invit observ to ani uk elect junior constitut affair minist christoph lesli said fulli expect us to repeat our previou practic of do so onc the date for the next gener elect is announc the govern ha look at way of boost voter turnout which fell to in the last gener elect in but trial all postal ballot in four english region last summer were hit by delay and some fraud alleg liber democrat peer lord greav call last week for intern observ at the gener elect say otherwis there could be month of court challeng on scale not seen sinc the th centuri thursday report wa drawn up by two committe scrutinis the work of the offic of the deputi prime minist odpm and the depart for constitut affair dca it said that with the growth of postal vote there wa strong case to tighten up fraud protect by requir voter to regist individu rather than by household it also said about three million peopl elig to vote are not regist to do so figur for the gener elect suggest of peopl age between and and of black voter were not on the elector roll young peopl in share accommod are thought to miss out becaus no one act as head of the household to fill in the form odpm committe chairman andrew bennett said individu voter registr as oppos to registr by household should be quickli introduc as it could dramat reduc the chanc of fraud but hi counterpart on the dca committe alan beith said it should be delay until measur like to increas registr have been put in place and prove effect shadow constitut affair secretari oliv heald accus the govern of drag it feet over thi badli need measur it is vital that we move ahead with the northern ireland system of individu elector registr to safeguard the integr of the britain elector system he said the report said individu registr should be treat care as of voter disappear from the elector roll in northern ireland when it wa introduc in the report said the govern should consid fine for unregist voter but accept mani expert said it would be an expens system that would be hard to enforc it said incent to regist such as council tax rebat were like to be seen as gimmick and risk undermin the integr of the system mp said instead they call for imagin campaign to boost interest,2
googl launch tv search servic the net search giant googl ha launch search servic that let peopl look for tv programm the servic googl video beta search close caption inform that come with programm it onli search us channel content current result list programm with still imag and text from the point where the search phrase wa spoken it should expand over time to includ content from more channel said googl spokesperson the first version of the servic is part of googl expand effort to be ubiquit search engin for peopl to find what they want on the web and beyond we think tv is big part of peopl live said jonathan rosenberg googl vice presid of product manag ultim we would like to have all tv program index googl video ha been index us base programm from pb the nba fox news and span sinc decemb but there were few clue from googl about when more global broadcast would be includ over time we plan to increas the number of televis channel and video content avail via googl video but don have more product detail to share with you today googl spokesperson told the bbc news websit the result thrown up by the search will also includ programm and episod inform like channel date and time it also let peopl find the next time and channel where programm will air local use us zip code search function rival search engin yahoo ha been develop similar type of video search for webcast and tv clip which it promot from it homepag it offer direct link to websit with movi or other clip relev to the search queri but doe not pinpoint when the search queri occur spokeswoman told the financi time on monday that yahoo wa ad caption for bloomberg bbc and bskyb broadcast smaller servic blinkx tv wa launch last month it search for and link to tv news film trailer and other video and audio clip,4
horror film head us box offic low budget horror film produc by evil dead director sam raimi ha top the north american box offic boogeyman which focus on man who return to hi childhood home to confront hi traumat past took in three day last week chart topper the robert de niro thriller hide and seek fell to number four other new entri includ the wed date comedi star will and grace debra mess at number two the road trip comedi are we there yet and multipl oscar nomine million dollar babi complet the top five other oscar contend includ the aviat and sideway continu to perform strongli at the box offic the aviat ha taken so far while sideway ha taken in more limit releas boogeyman which cost just to make perform well even though it wa not screen to critic befor releas normal sign that film will get bad review or perform poorli at the box offic certainli believ it genr where peopl are go to be more move by the market materi for the movi than by what the critic say said rori bruer head of distribut for soni pictur which releas the film in the us overal the weekend box offic wa strong despit the fact that it wa american footbal super bowl weekend time when cinema admiss gener fall thi year the top film gross around compar to super bowl weekend when the total box offic wa,1
consum drive french economi franc econom growth acceler in the last three month of driven by consum spend report show gross domest product gdp rose by in the fourth quarter compar with the previou three month period the statist offic inse said that expans push annual growth to the fastest rate in two year consum spend wa up by in the fourth quarter and there also wa rebound in busi invest that gave the recoveri an extra shove analyst warn that franc still wa face challeng and wa unlik to keep expand at it current pace franc still ha strong econom growth said marc toutai an economist at natexi banqu populair but if we check the figur in detail there problem consum spend is still high but french household have spent their save to consum franc can sustain high growth rate without an improv in the job market there too much of gap between growth and employ unemploy level are current stuck at about and is prove difficult to bring down despit govern effort anoth worri is that demand in germani and itali two of franc main trade partner is sluggish despit the concern analyst point out that franc wa outperform the major of it european counterpart and that it economi wa look more robust than in previou year as well as strong domest demand export climb by in the fourth quarter the biggest increas in foreign sale for year it an econom growth that seem well balanc said nicola claquin an analyst at ccf in the begin of growth wa mainli driven by consum spend here it get contribut from invest and export though household consumpt is still strong but we expect overal econom growth to fall to percent in,0
roch turn down feder offer australian tenni coach toni roch ha turn down an approach from roger feder to be the world number one new full time coach say report melbourn herald sun said roch troubl by hip complaint did not want to travel full time again howev roch is happi to work with the swiss star on casual basi and is help him prepar for next month defenc of hi australian open crown feder ha been without coach sinc split with peter lundgren in roch former davi cup player for australia won the french open reach the wimbledon and us open final and won five wimbledon doubl titl with john newcomb he also coach former number one ivan lendl and pat rafter to grand slam victori and ha work with australia lleyton hewitt some report claim feder initi want andr agassi australian coach darren cahil befor agassi confirm he would play on in feder wa name swiss sportsman of the year on saturday to add to the bbc oversea sportsman and european sport journalist associ award he ha alreadi won,3
more to do on adult literaci the govern will onli hit it target for improv adult math and literaci skill if cours are made more attract report say the nation audit offic prais minist for reach the benchmark of adult in england gain basic qualif by thi year but target of million more by need creativ idea some million adult lack math or english skill level expect of school leaver accord to the report more than half the qualif achiev were by learner age to these are defin as adult by the govern for the purpos of compil these figur normal adult are defin as be age over the number of these peopl gain qualif wa rise slowli auditor gener sir john bourn said higher level of literaci and numeraci will benefit england both social and econom more peopl will have the opportun to live richer live in the govern launch the get on scheme aim at reduc illiteraci and innumeraci sir john said substanti progress had been made sinc ad that thi wa onli the begin the govern and it partner would need to be creativ and respons some bn will be spent on implement the programm by the report recommend gather more detail on the educ need of area so cours can be set to meet local demand exist adult learner could use their enthusiasm commit and local knowledg to attract other peopl the depart for educ and skill could also use more personalis learn and work with voluntari group council and employ it should also assess adult learner progress at frequent interv the report add when the govern announc it had reach it target earlier thi month prime minist toni blair said it wa onli the start of the journey an estim million adult have wors literaci than that expect of year old while million have numeraci skill below thi level thi is thought to cost the uk economi hundr of million of pound each year the qualif achiev by those take part in the govern scheme rang up to gcse equival get on particip target ha been set at million by with an interim figur of million by educ minist ivan lewi said we will continu to use creativ way of involv peopl with the lowest skill level and the report show that our effort are gather pace shadow educ secretari tim collin said thi is the third report in two day to highlight labour failur to ensur young peopl acquir the necessari level of literaci and numeraci for their work life employ and busi leader have repeatedli voic concern over the number of school leaver without these basic skill but all the govern have offer is more talk liber democrat educ spokesman phil willi ad far too littl ha been done to enabl adult learner to fit learn into their busi live,2
disney back soni dvd technolog next gener dvd technolog back by soni ha receiv major boost film giant disney say it will produc it futur dvd use soni blu ray disc technolog but ha not rule out rival format develop by toshiba the two compet dvd format blu ray develop by soni and other and toshiba hd dvd have been court top film studio for sever month the next gener of dvd promis veri high qualiti pictur and sound as well as lot of data both technolog use blue laser to write inform it ha shorter wavelength so more data can be store disney is the latest studio to announc which technolog it is back in format battl which mirror the betamax versu vh war soni lost out to jvc in that fight the current battl for hollywood heart and mind is crucial one becaus high definit film will bring in billion of revenu and the studio would prefer to use one standard last month paramount univers and warner brother said they were opt for the toshiba and nec back format hd dvd high definit disc those studio current produc about of dvd content soni pictur entertain and mgm studio have alreadi stake their allegi with the blu ray disc associ whose member also includ technolog compani dell samsung and matsushita twentieth centuri fox is still to announc which technolog it will be support if fox decid to go with blu ray too it would mean the format would have share of dvd content disney said it film would be avail on the blu ray format when dvd player for the standard went on sale on north america and japan expect in univers is to start produc film on the hd dvd format in and paramount will start releas titl use the standard in toshiba expect sale of hd dvd to reach bn yen bn bn by,4
jowel confirm casino climbdown tessa jowel ha announc plan to limit the number of new casino in the uk to in move brand humili retreat by the tori it put an end to plan for up to super casino origin outlin in the govern gambl bill instead there will be cap of eight new casino in each size categori small medium and larg the cultur secretari said the move show she listen to critic who fear an explos in gambl but conserv shadow cultur secretari john whittingdal said the way the govern had handl the bill wa shambl thi announc is further humili retreat by the govern instead of the initi intent of the gambl bill to liberalis the rule govern gambl the bill now impos more restrict regim than exist at present share in british casino oper london club intern rank group and stanley leisur who had been hope the bill would pave the way for big expans in smaller casino fell by between and follow the announc ms jowel deputi richard caborn said the govern had adopt cautiou approach to the issu and respond to the concern rais limit the number of region casino to eight in the first phase is cautiou move that will allow us to test the impact of new kind of casino on the level of problem gambl he said we also believ it right to appli thi same level of caution to small and larg casino he ad that local author would still be abl to stop new casino come to their area church group welcom the limit on the number of casino salvat armi spokesman jonathan lomax said the prolifer of these casino on high street across the countri wa real concern and the three year trial period which we think should last at least five year will enabl research into the potenti sever social consequ of an increas in hard and addict form of gambl but british british casino associ chairman penni cobham said her member were outrag by the decis which follow campaign in the daili mail newspap there wa never go to be massiv explos of casino talk of casino on everi high street wa just scare tactic,2
watchdog probe vivendi bond sale french stock market regul amf ha file complaint against media giant vivendi univers it boss and anoth top execut it believ the prospectu for bond issu wa unclear and that execut may have had privileg inform amf ha begun proceed against vivendi it chief execut jean rene fourtou and chief oper offic jean bernard levi vivendi advisor deutsch bank wa also the subject of complaint file deutsch bank which wa respons for sell the convert bond to investor could face penalti if the complaint is upheld vivendi ha said it believ there is no legal basi for the complaint the watchdog is said to believ the execut pair were parti to privileg inform surround the issu of the bond both men bought some of the bond the associ press news agenc report amf is investig claim that the duo were awar of an interest in vivendi us asset from investor marvin davi at the time of the bond sale vivendi howev ha said that the inform wa public knowledg as mr davi offer for the us asset had alreadi been reject by vivendi board amf is also look into whether the execut knew that vivendi wa consid exercis it right to buy british telecom share in cegetel vivendi ha reject the charg say the decis to buy the cegetel share wa no more than possibl of which the public wa perfectli awar at the time of the bond issu back in decemb vivendi and it former chief execut jean mari messier were each fine euro by amf the fine came after month probe into alleg that the media giant misl investor after costli acquisit programm went wrong,0
portishead back after eight year cult british group portishead have reveal they are write their third album their first in eight year found member geoff barrow told bbc music the record wa well on the way to be complet we re actual into it as we speak we took some time off for christma but gener we re do anoth record barrow told the digit radio station news of their album plan come after confirm the bristol band will play tsunami chariti show next month portishead will play alongsid fellow bristol band massiv attack at oxfam tsumani appeal held at the bristol academi on februari barrow said he wa surpris peopl thought the band who won mercuri music prize in for their debut album dummi had split up we ve just had our head down realli we ve never actual broken up or part or whatev so for us it just seem even though we haven play for year we still see each other and write we just haven releas record for long time portishead will not play ani new materi at next month concert which will featur singer beth gibbon play with an acoust back other act appear includ liverpool band the coral and former led zeppelin singer robert plant portishead becam an intern success and deepli influenti band despit their scant record output dummi wa critic favourit in hail for it blend of menac sound and hip hop beat marri to old soul sampl the follow up portishead wa releas three year later,1
sluggish economi hit german job the number of peopl out of work in europ largest economi ha risen for the tenth straight month as growth remain stubbornli slow german unemploy rose in novemb to million peopl or of the workforc the season adjust rise show smaller rise than expect as govern measur to encourag job creation began to take effect but offici said stagnant growth wa still stifl the job market there are clear sign of reviv in domest demand said frank juergen weis head of the feder labour agenc in statement but growth of in the third quarter is still insuffici to deliv posit momentum to the labour market high oil price and the soar euro which damag the competit of export were also have neg effect he said the brunt of the unemploy is still be felt in the eastern part of germani where the rate is with unemploy stuck abov million for year the govern of chancellor gerhard schroeder ha put job creation at the top of the agenda controversi packag of measur to shake up incent to get back to work paid for by cut some cherish benefit ha spark anger among some german worker strike in number of industri notabl among the countri icon carmak have demonstr the displeasur as well as fear about further job loss as outsourc take hold among the new initi are the so call one euro job which top up unemploy benefit the scheme formal launch is januari but hire for these posit are alreadi take place and affect the unemploy statist economist said the deterior of the labour market doe not come as surpris said isabel kronawitt at hypovereinsbank job creation measur probabl prevent stronger increas in the season adjust number,0
job go at oracl after takeov oracl ha announc it is cut about job follow the complet of it bn takeov of it smaller rival peoplesoft last week the compani said it would retain more than of peoplesoft product develop and product support staff the cut will affect about of the staff of the combin compani oracl month fight to acquir peoplesoft wa one of the most drawn out and hard fought us takeov battl of recent time the merg compani are set to be major forc in the enterpris softwar market second onli in size to germani sap in statement oracl said it began notifi staff of redund on friday and the process would continu over the next day by retain the vast major of peoplesoft technic staff oracl will have the resourc to deliv on the develop and support commit we have made to peoplesoft custom over the last month oracl chief execut larri ellison said in statement correspond say job loss had been expect and some suggest more cut may be announc in futur they say mr ellison may be tri to placat peoplesoft custom rile by oracl determin takeov strategi hour befor friday announc there wa funer air at peoplesoft headquart report ap news agenc peoplesoft sign had been turn into shrine to the compani with flower candl and compani memorabilia we re mourn the pass of great compani the agenc quot peoplesoft worker david ogden as say other employe said they would rather be sack than work for oracl the new compani is go to be total differ said anil aggarw peoplesoft director of databas market peoplesoft had an easygo relax atmospher oracl ha an edgi aggress atmospher that not conduc to innov product on the news oracl share rose cent on nasdaq in after hour trade the share did not move,0
